"API.MATS3c"	"API.BCUTc-1l"	"API.MAXDN"	"API.ZMIC3"	"API.JGI3"	"EXP1.GATS4p"	"EXP1.ETA_EtaP_L"	"EXP1.MDEC.22"	"EXP2.ATS6m"	"PreparationMethod"	"Excipient1_mg_per_1g"	"Ball_diameter_mm"	"Medium_ionic_strength"	"Time_min"	"Q"
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	15	27.64638239
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	30	31.09440087
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	45	32.41061246
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	60	33.05794401
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	5	27.26260563
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	15	51.60932916
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	30	65.20466454
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	45	70.41270405
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	60	72.82758035
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	5	11.77664862
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	15	16.7019851
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	30	21.47623073
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	45	23.89110552
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	60	25.38896701
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	5	11.34249691
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	15	16.11637529
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	30	19.65901285
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	45	21.38745818
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	60	22.22088103
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	5	49.35751089
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	15	61.30339416
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	30	66.24311539
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	45	66.00596196
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	60	69.20966615
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	5	10.42984098
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	15	14.41861472
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	30	18.38941283
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	45	20.75006294
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	60	21.60488013
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	333	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	333	0	0	5	5.622926009
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	333	0	0	15	9.149110837
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	333	0	0	30	11.85575403
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	333	0	0	45	13.42652546
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	333	0	0	60	14.50529492
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	333	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	333	0	0	5	9.194532418
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	333	0	0	15	13.7441589
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	333	0	0	30	17.3931323
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	333	0	0	45	19.47563397
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	333	0	0	60	20.94439901
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	5	22.00072409
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	15	29.38090696
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	30	35.92024649
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	45	42.32082666
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	60	46.22352279
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	5	18.16279901
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	15	27.72675854
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	30	35.71041712
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	45	40.41631131
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.404719868	0.34173	1.650963624	0	5	500	0	0	60	41.67211274
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	5	43.76957461
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	15	59.70722996
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	30	65.32695187
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	45	65.46329872
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	60	65.84908644
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	5	31.55944651
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	15	42.99460069
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	30	46.33912641
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	45	44.56644255
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	60	47.10213317
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	5	12.97729968
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	15	24.19220497
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	30	29.78096968
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	45	32.36147577
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	60	34.26230184
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	3	21.22274501
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	5	42.66436196
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	7	54.06508071
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	10	60.99596025
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	15	65.19565896
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	20	67.08813248
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	30	76.53146832
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	45	72.63112685
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	60	72.54498902
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	5	15.68601803
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	15	22.01953312
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	30	24.40214712
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	45	25.19945534
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	60	25.71838072
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	5	37.15787505
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	15	53.8592526
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	30	58.87879357
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	45	58.41823851
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	60	60.33294599
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	5	23.59411853
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	15	34.25873108
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	30	36.57263594
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	45	38.63388782
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	60	39.3885945
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	5	15.55090934
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	15	28.93217255
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	30	34.23881829
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	45	35.36126901
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	60	35.7617084
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	5	11.03227583
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	15	18.42218079
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	30	20.82755453
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	45	21.39361705
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	500	0	0	60	21.69938275
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	333	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	333	0	0	5	12.20050358
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	333	0	0	15	21.50300602
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	333	0	0	30	37.97482332
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	333	0	0	45	40.00365775
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.26353417	0.344829535	1.292614931	0	5	333	0	0	60	41.93765899
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	5	12.38039863
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	15	36.94155732
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	30	51.8354662
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	45	64.16354365
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	60	60.08532497
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	5	10.39704028
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	15	16.16600023
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	30	21.11236182
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	45	24.72877882
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	60	27.20902954
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	5	9.491784315
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	15	18.69433375
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	30	27.88797145
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	45	33.82129268
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	60	37.81913186
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	2	13.74032606
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	5	30.79983281
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	10	49.65033736
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	15	54.61879349
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	30	60.27740142
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	45	63.97775922
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	500	0	0	60	66.65430617
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	333	0	0	0	0
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	333	0	0	5	28.35872567
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	333	0	0	15	54.09187799
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	333	0	0	30	72.81981819
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	333	0	0	45	67.28206915
0.0367551	-0.379678064	6.296608343	35.68176012	0.067819149	1.080372179	0.33898	8.161598641	0	5	333	0	0	60	68.6526288
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	0	0	0	0	0	0	0	0	0	0
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	0	0	0	0	0	0	0	0	5.16551	12.1099
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	0	0	0	0	0	0	0	0	10.2288	19.4769
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	0	0	0	0	0	0	0	0	20.0249	30.6543
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	0	0	0	0	0	0	0	0	30.0499	40.382
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	0	0	0	0	0	0	0	0	59.9363	53.2281
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	0	0	0	0	0	0	0	0	74.9415	57.1477
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	0	0	0	0	0	0	0	0	89.9462	61.3308
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	0	0	0	0	0	0	0	0	119.855	64.0319
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	1.175641978	0.307535	4.58079932	0	6	600	0	0	0	0
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	1.175641978	0.307535	4.58079932	0	6	600	0	0	5.06819	46.8086
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	1.175641978	0.307535	4.58079932	0	6	600	0	0	10.0511	60.1357
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	1.175641978	0.307535	4.58079932	0	6	600	0	0	20.0363	71.679
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	1.175641978	0.307535	4.58079932	0	6	600	0	0	30.0228	82.1852
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	1.175641978	0.307535	4.58079932	0	6	600	0	0	59.8738	98.4446
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	1.175641978	0.307535	4.58079932	0	6	600	0	0	74.871	100.648
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	1.175641978	0.307535	4.58079932	0	6	600	0	0	89.9973	102.111
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	1.175641978	0.307535	4.58079932	0	6	600	0	0	119.866	104.148
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	1.269514676	0.331143	7.098757169	0	6	600	0	0	0	0
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	1.269514676	0.331143	7.098757169	0	6	600	0	0	5.07248	51.9168
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	1.269514676	0.331143	7.098757169	0	6	600	0	0	9.92203	77.3546
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	1.269514676	0.331143	7.098757169	0	6	600	0	0	19.9233	93.0228
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	1.269514676	0.331143	7.098757169	0	6	600	0	0	29.9373	98.7797
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	1.269514676	0.331143	7.098757169	0	6	600	0	0	59.8709	100.518
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	1.269514676	0.331143	7.098757169	0	6	600	0	0	74.7751	100.056
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	1.269514676	0.331143	7.098757169	0	6	600	0	0	89.9363	99.5933
-0.163404974	-0.261846843	2.140185185	30.09236853	0.045454545	1.269514676	0.331143	7.098757169	0	6	600	0	0	119.872	100
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	0	0	0	0	0	0	0	0.085246	0	0
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	0	0	0	0	0	0	0	0.085246	4.98960499	0.814252497
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	0	0	0	0	0	0	0	0.085246	14.86486486	1.50049107
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	0	0	0	0	0	0	0	0.085246	29.93762994	2.732082947
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	0	0	0	0	0	0	0	0.085246	44.8024948	3.155858001
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	0	0	0	0	0	0	0	0.085246	59.87525988	6.271702907
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	0	0	0	0	0	0	0	0.085246	89.91683992	9.273104764
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.404719868	0.34173	1.650963624	0	2	750	0	0.085246	0	0
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.404719868	0.34173	1.650963624	0	2	750	0	0.085246	4.98960499	26.65543688
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.404719868	0.34173	1.650963624	0	2	750	0	0.085246	14.86486486	32.72525554
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.404719868	0.34173	1.650963624	0	2	750	0	0.085246	29.72972973	42.43570623
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.404719868	0.34173	1.650963624	0	2	750	0	0.085246	45.01039501	48.781979
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.404719868	0.34173	1.650963624	0	2	750	0	0.085246	59.87525988	59.0307877
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.404719868	0.34173	1.650963624	0	2	750	0	0.085246	90.02079002	72.79948962
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.404719868	0.34173	1.650963624	0	2	833	0	0.085246	0	0
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.404719868	0.34173	1.650963624	0	2	833	0	0.085246	5.613305613	30.96314038
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.404719868	0.34173	1.650963624	0	2	833	0	0.085246	14.86486486	36.08999309
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.404719868	0.34173	1.650963624	0	2	833	0	0.085246	29.93762994	46.0699026
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.404719868	0.34173	1.650963624	0	2	833	0	0.085246	44.6985447	54.16513936
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.404719868	0.34173	1.650963624	0	2	833	0	0.085246	59.87525988	63.06847276
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.404719868	0.34173	1.650963624	0	2	833	0	0.085246	89.91683992	76.97162428
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.080372179	0.33898	8.161598641	0	2	833	0	0.085246	0	0
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.080372179	0.33898	8.161598641	0	2	833	0	0.085246	4.677754678	37.15299832
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.080372179	0.33898	8.161598641	0	2	833	0	0.085246	14.76091476	42.81932828
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.080372179	0.33898	8.161598641	0	2	833	0	0.085246	30.14553015	57.10652157
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.080372179	0.33898	8.161598641	0	2	833	0	0.085246	45.11434511	80.54524138
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.080372179	0.33898	8.161598641	0	2	833	0	0.085246	59.97920998	82.98785896
0.169366838	-0.342831573	1.844093443	25.92951172	0.049479167	1.080372179	0.33898	8.161598641	0	2	833	0	0.085246	89.91683992	91.372701
